,A,B,Ratio
1100,Bachelor of Arts in International Hotel  Management,Management,100
1101,Bachelor of Arts in International Hotel Management,Management,100
1102,Bachelor of Arts in Justice Studies,Justice,100
1103,Bachelor of Arts/ Bachelor of Advanced Studies (Politics and International Relations),Politics,100
1104,Bachelor of Arts/Bachelor of Advanced Studies (International and Global Studies),Global,100
1105,Bachelor of Arts/Bachelor of Advanced Studies (Media  and communications),Communications,100
1106,Bachelor of Arts/Bachelor of Advanced Studies (Media  and communications),Media,100
1107,Bachelor of Arts/Bachelor of Advanced Studies (Media and Communications),Communications,100
1108,Bachelor of Arts/Bachelor of Advanced Studies (Media and Communications),Media,100
1109,Bachelor of Arts/Bachelor of Advanced Studies (Politics and International Relations),Politics,100
1110,Bachelor of Arts/Master of Teaching (Early Childhood),Childhood,100
1111,Bachelor of Arts/Master of Teaching (Early Childhood),Teaching,100
1112,Bachelor of Asian Studies,Asian Studies,100
1113,Bachelor of Aviation Management,Management,100
1114,Bachelor of Behavioural Science (Honours),Science,100
1115,Bachelor of Behavioural Science (Psychology),Psychology,100
1116,Bachelor of Behavioural Science (Psychology),Science,100
1117,Bachelor of Biomedical Science - Anatomy and Human Biology,Anatomy,100
1118,Bachelor of Biomedical Science - Anatomy and Human Biology,Biology,100
1119,Bachelor of Biomedical Science - Anatomy and Human Biology,Science,100
1120,Bachelor of Biomedical Science - Biochemistry and Molecular Biology,Biochemistry,100
1121,Bachelor of Biomedical Science - Biochemistry and Molecular Biology,Biology,100
1122,Bachelor of Biomedical Science - Biochemistry and Molecular Biology,Science,100
1123,Bachelor of Biomedical Science - Exercise and Health,Science,100
1124,Bachelor of Biomedical Science - Laboratory Medicine,Medicine,100
1125,Bachelor of Biomedical Science - Laboratory Medicine,Science,100
1126,Bachelor of Biomedical Science - Medical Sciences,Science,100
1127,Bachelor of Biomedical Science - Microbiology and Immunology,Microbiology,100
1128,Bachelor of Biomedical Science - Microbiology and Immunology,Science,100
1129,Bachelor of Biomedical Science - Neuroscience,Neuroscience,100
1130,Bachelor of Biomedical Science - Neuroscience,Science,100
1131,Bachelor of Biomedical Science - Pathology and Laboratory Medicine,Medicine,100
1132,Bachelor of Biomedical Science - Pathology and Laboratory Medicine,Science,100
1133,Bachelor of Biomedical Science - Pathology and Laboratory Medicine,Pathology,100
1134,Bachelor of Biomedical Science - Pharmacology,Science,100
1135,Bachelor of Biomedical Science - Population Health,Science,100
1136,Bachelor of Biomedical Science (Anatomy and  Human Biology),Anatomy,100
1137,Bachelor of Biomedical Science (Anatomy and  Human Biology),Biology,100
1138,Bachelor of Biomedical Science (Anatomy and  Human Biology),Science,100
1139,Bachelor of Biomedical Science (Anatomy and Human Biology),Anatomy,100
1140,Bachelor of Biomedical Science (Anatomy and Human Biology),Biology,100
1141,Bachelor of Biomedical Science (Anatomy and Human Biology),Science,100
1142,Bachelor of Biomedical Science (Biochemistry and Molecular Biology),Biochemistry,100
1143,Bachelor of Biomedical Science (Biochemistry and Molecular Biology),Biology,100
1144,Bachelor of Biomedical Science (Biochemistry and Molecular Biology),Science,100
1145,Bachelor of Biomedical Science (Genetics),Genetics,100
1146,Bachelor of Biomedical Science (Genetics),Science,100
1147,Bachelor of Biomedical Science (Microbiology and Immunology),Microbiology,100
1148,Bachelor of Biomedical Science (Microbiology and Immunology),Science,100
1149,Bachelor of Biomedical Science (Pathology and Laboratory Medicine),Medicine,100
1150,Bachelor of Biomedical Science (Pathology and Laboratory Medicine),Science,100
1151,Bachelor of Biomedical Science (Pathology and Laboratory Medicine),Pathology,100
1152,Bachelor of Biomedical Science (Pharmacology),Science,100
1153,Bachelor of Biomedical Science (Physiology),Science,100
1154,Bachelor of Biomedical Science (Population Health),Science,100
1155,Bachelor of Biomedical Science in Anatomy and Human Biology,Anatomy,100
1156,Bachelor of Biomedical Science in Anatomy and Human Biology,Biology,100
1157,Bachelor of Biomedical Science in Anatomy and Human Biology,Science,100
1158,Bachelor of Biotechnology,Biotechnology,100
1159,Bachelor of Business,Business,100
1160,Bachelor of Business ,Business,100
1161,Bachelor of Business  (Innovation and Enterprise),Business,100
1162,Bachelor of Business  (Innovation and Enterprise),Innovation,100
1163,Bachelor of Business  Bbus - Accounting,Accounting,100
1164,Bachelor of Business  Bbus - Accounting,Business,100
1165,Bachelor of Business  Bbus - Economics,Business,100
1166,Bachelor of Business  Bbus - Economics,Economics,100
1167,Bachelor of Business  Bbus - Finance,Business,100
1168,Bachelor of Business  Bbus - Finance,Finance,100
1169,Bachelor of Business  Bbus - Human Resource Management,Business,100
1170,Bachelor of Business  Bbus - Human Resource Management,Management,100
1171,Bachelor of Business  Bbus- Management,Business,100
1172,Bachelor of Business  Bbus- Management,Management,100
1173,Bachelor of Business  Bbus- Marketing,Business,100
1174,Bachelor of Business  Bbus- Marketing,Marketing,100
1175,Bachelor of Business - Economics,Business,100
1176,Bachelor of Business - Economics,Economics,100
1177,Bachelor of Business - Finance,Business,100
1178,Bachelor of Business - Finance,Finance,100
1179,Bachelor of Business - Management,Business,100
1180,Bachelor of Business - Management,Management,100
1181,Bachelor of Business - Marketing,Business,100
1182,Bachelor of Business - Marketing,Marketing,100
1183,Bachelor of Business - Tourism and Hospitality Management,Business,100
1184,Bachelor of Business - Tourism and Hospitality Management,Management,100
1185,Bachelor of Business (Accountancy),Business,100
1186,Bachelor of Business (Accounting),Accounting,100
1187,Bachelor of Business (Accounting),Business,100
1188,Bachelor of Business (Advanced Leadership),Business,100
1189,Bachelor of Business (BBus),Business,100
1190,Bachelor of Business (Digital Business),Business,100
1191,Bachelor of Business (Digital Business),Digital,100
1192,Bachelor of Business (Economics),Business,100
1193,Bachelor of Business (Economics),Economics,100
1194,Bachelor of Business (Finance),Business,100
1195,Bachelor of Business (Finance),Finance,100
1196,Bachelor of Business (HRM),Business,100
1197,Bachelor of Business (Human Resource Management),Business,100
1198,Bachelor of Business (Human Resource Management),Management,100
1199,Bachelor of Business (International Business),Business,100
1200,Bachelor of Business (Management),Business,100
1201,Bachelor of Business (Management),Management,100
1202,Bachelor of Business (Marketing),Business,100
1203,Bachelor of Business (Marketing),Marketing,100
1204,Bachelor of Business (Public Relations),Business,100
1205,Bachelor of Business (Strategic Management),Business,100
1206,Bachelor of Business (Strategic Management),Management,100
1207,Bachelor of Business (Tourism and Hospitality Management),Business,100
1208,Bachelor of Business (Tourism and Hospitality Management),Management,100
1209,Bachelor of Business Administration,Administration,100
1210,Bachelor of Business Administration,Business,100
1211,Bachelor of Business Administration ,Administration,100
1212,Bachelor of Business Administration ,Business,100
1213,Bachelor of Business Administration (year 2),Administration,100
1214,Bachelor of Business Administration (year 2),Business,100
1215,Bachelor of Business Analytics ,Analytics,100
1216,Bachelor of Business Analytics ,Business,100
1217,Bachelor of Business in Economics,Business,100
1218,Bachelor of Business in Economics,Economics,100
1219,Bachelor of Business in Finance and Accounting ,Accounting,100
1220,Bachelor of Business in Finance and Accounting ,Business,100
1221,Bachelor of Business in Finance and Accounting ,Finance,100
1222,Bachelor of Business Studies (Accountancy),Business,100
1223,Bachelor of Business(Hospitality and Tourism Management),Business,100
1224,Bachelor of Business(Hospitality and Tourism Management),Management,100
1225,Bachelor of Commerce  (Accounting),Accounting,100
1226,Bachelor of Commerce - Accounting,Accounting,100
1227,Bachelor of Commerce - Accounting and Finance,Accounting,100
1228,Bachelor of Commerce - Accounting and Finance,Finance,100
1229,Bachelor of Commerce - Business Law,Business,100
1230,Bachelor of Commerce - Business Law,Law,100
1231,Bachelor of Commerce - Economics,Economics,100
1232,Bachelor of Commerce - Economics (single major),Economics,100
1233,Bachelor of Commerce - Economics (single or double major),Economics,100
1234,Bachelor of Commerce - Finance,Finance,100
1235,Bachelor of Commerce - Finance & Marketing,Finance,100
1236,Bachelor of Commerce - Finance & Marketing,Marketing,100
1237,Bachelor of Commerce - Human Resource Management,Management,100
1238,Bachelor of Commerce - Management,Management,100
1239,Bachelor of Commerce - Marketing,Marketing,100
1240,Bachelor of Commerce - Professional Economics,Economics,100
1241,Bachelor of Commerce (Accounting),Accounting,100
1242,Bachelor of Commerce (Advanced Leadership and Business Economics),Business,100
1243,Bachelor of Commerce (Advanced Leadership and Business Economics),Economics,100
1244,Bachelor of Commerce (Banking),Banking,100
1245,Bachelor of Commerce (Business Analytics),Analytics,100
1246,Bachelor of Commerce (Business Analytics),Business,100
1247,Bachelor of Commerce (Business Economics),Business,100
1248,Bachelor of Commerce (Business Economics),Economics,100
1249,Bachelor of Commerce (Business Information Systems),Business,100
1250,Bachelor of Commerce (Business Information Systems),Information,100
1251,Bachelor of Commerce (Business Information Systems),Systems,100
1252,Bachelor of Commerce (Business Law),Business,100
1253,Bachelor of Commerce (Business Law),Law,100
1254,Bachelor of Commerce (Commercial Law),Law,100
1255,Bachelor of Commerce (Data Science),Data,100
1256,Bachelor of Commerce (Data Science),Science,100
1257,Bachelor of Commerce (Economics),Economics,100
1258,Bachelor of Commerce (Finance),Finance,100
1259,Bachelor of Commerce (Finance/Economics),Economics,100
1260,Bachelor of Commerce (Finance/Economics),Finance,100
1261,Bachelor of Commerce (Human Resource  Management),Management,100
1262,Bachelor of Commerce (Human Resource Management),Management,100
1263,Bachelor of Commerce (Industrial Relations and Human Resource Management),Management,100
1264,Bachelor of Commerce (Industrial Relations and Human Resource Management),Industrial,100
1265,Bachelor of Commerce (industrial relations and human resources management),Management,100
1266,Bachelor of Commerce (industrial relations and human resources management),Industrial,100
1267,Bachelor of Commerce (Information Systems),Information,100
1268,Bachelor of Commerce (Information Systems),Systems,100
1269,Bachelor of Commerce (International Business),Business,100
1270,Bachelor of Commerce (Management),Management,100
1271,Bachelor of Commerce (Management) (No Pkg),Management,100
1272,Bachelor of Commerce (Marketing),Marketing,100
1273,Bachelor of Commerce (Professional Economics),Economics,100
1274,Bachelor of Commerce in Entrepreneurial  Management,Management,100
1275,Bachelor of Commerce in Entrepreneurial Management,Management,100
1276,Bachelor of Commerce(Accounting),Accounting,100
1277,Bachelor of Commerce(Finance),Finance,100
1278,Bachelor of Commerce-Accounting,Accounting,100
1279,Bachelor of Commerce-Marketing,Marketing,100
1280,Bachelor of Communication Studies (Marketing),Marketing,100
1281,Bachelor of Computer and Information Science,Information,100
1282,Bachelor of Computer and Information Science,Science,100
1283,Bachelor of Computer and Information Sciences,Information,100
1284,Bachelor of Computer and Information Sciences  BCIS - Computational Intelligence,Information,100
1285,Bachelor of Computer and Information Sciences  BCIS - Computational Intelligence,Intelligence,100
1286,Bachelor of Computer Science,Science,100
1287,Bachelor of Computer Science (Artificial Intelligence) (Honours),Intelligence,100
1288,Bachelor of Computer Science (Artificial Intelligence) (Honours),Science,100
1289,Bachelor of Computer Science (Honours),Science,100
1290,Bachelor of Computing and Mathematical Sciences (Honours) (Computer Science),Computing,100
1291,Bachelor of Computing and Mathematical Sciences (Honours) (Computer Science),Science,100
1292,Bachelor of Computing and Mathematical Sciences (Honours) (Data Analytics),Analytics,100
1293,Bachelor of Computing and Mathematical Sciences (Honours) (Data Analytics),Computing,100
1294,Bachelor of Computing and Mathematical Sciences (Honours) (Data Analytics),Data,100
1295,Bachelor of Computing and Mathematical Sciences with Honours,Computing,100
