,A,B,Ratio
5386,MSc Engineering Business Management,Business,100
5387,MSc Engineering Business Management,Engineering ,100
5388,MSc Engineering Business Management,Management,100
5389,MSc Engineering Management for Process Excellence,Engineering ,100
5390,MSc Engineering Management for Process Excellence,Management,100
5391,MSc Engineering Project Management,Engineering ,100
5392,MSc Engineering Project Management,Management,100
5393,MSc Engineering Projects & Systems Management,Engineering ,100
5394,MSc Engineering Projects & Systems Management,Management,100
5395,MSc Engineering Projects & Systems Management,Systems,100
5396,MSc Enterprise & Innovation,Innovation,100
5397,MSc Enterprise & Innovation with Extended Professional Practice,Innovation,100
5398,MSc Entrepreneurial Management & Leadership,Management,100
5399,MSc Entrepreneurship,Entrepreneurship,100
5400,MSc Entrepreneurship & Innovation,Innovation,100
5401,MSc Entrepreneurship & Innovation,Entrepreneurship,100
5402,MSc Entrepreneurship and Innovation,Innovation,100
5403,MSc Entrepreneurship and Innovation,Entrepreneurship,100
5404,MSc Entrepreneurship and Innovation Management,Management,100
5405,MSc Entrepreneurship and Innovation Management,Innovation,100
5406,MSc Entrepreneurship and Innovation Management,Entrepreneurship,100
5407,MSc Entrepreneurship Innovation and Practice,Innovation,100
5408,MSc Entrepreneurship Innovation and Practice,Entrepreneurship,100
5409,"MSc Entrpreneurship, Innovation and Technology",Technology,100
5410,"MSc Entrpreneurship, Innovation and Technology",Innovation,100
5411,MSc Environment and Development,Environment,100
5412,MSc Environmental & Natural Resource Economics,Economics,100
5413,MSc Environmental and natural resource economics,Economics,100
5414,MSc Environmental and Natural Resource Economics (L1T409),Economics,100
5415,MSc Environmental Engineering,Engineering ,100
5416,MSc Environmental Management,Management,100
5417,MSc Environmental Psychology,Psychology,100
5418,MSc Environmental Science (by research),Science,100
5419,MSc Experimental Economics,Economics,100
5420,MSc Experimental Economics L1T309,Economics,100
5421,MSc Finance,Finance,100
5422,MSc Finance & Accounting,Accounting,100
5423,MSc Finance & Accounting,Finance,100
5424,MSc Finance & Accounting (Alternative Degree Progression: MSc Experimental Economics),Accounting,100
5425,MSc Finance & Accounting (Alternative Degree Progression: MSc Experimental Economics),Economics,100
5426,MSc Finance & Accounting (Alternative Degree Progression: MSc Experimental Economics),Finance,100
5427,MSc Finance ( alternative: MSc Marketing),Finance,100
5428,MSc Finance ( alternative: MSc Marketing),Marketing,100
5429,MSc Finance (Accounting & Finance),Accounting,100
5430,MSc Finance (Accounting & Finance),Finance,100
5431,MSc Finance (Accounting & Finance) (alternate degree aim: MSc Economics),Accounting,100
5432,MSc Finance (Accounting & Finance) (alternate degree aim: MSc Economics),Economics,100
5433,MSc Finance (Accounting & Finance) (alternate degree aim: MSc Economics),Finance,100
5434,MSc Finance (Accounting & Finance) (alternative degree option: MSc Accounting),Accounting,100
5435,MSc Finance (Accounting & Finance) (alternative degree option: MSc Accounting),Finance,100
5436,MSc Finance (Accounting & Finance)(alternative degree option: MSc Accounting),Accounting,100
5437,MSc Finance (Accounting & Finance)(alternative degree option: MSc Accounting),Finance,100
5438,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Accounting,100
5439,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Business,100
5440,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Finance,100
5441,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Management,100
5442,"MSc Finance (Accounting & Finance), (alternate degree: MSc Accounting)",Accounting,100
5443,"MSc Finance (Accounting & Finance), (alternate degree: MSc Accounting)",Finance,100
5444,Msc Finance (Accounting and Finance),Accounting,100
5445,Msc Finance (Accounting and Finance),Finance,100
5446,MSc Finance (Accounting and Finance) N3K209,Accounting,100
5447,MSc Finance (Accounting and Finance) N3K209,Finance,100
5448,MSc Finance (Alternate MSc Economics),Economics,100
5449,MSc Finance (Alternate MSc Economics),Finance,100
5450,MSc Finance (alternative degree aim: MSc Economics) ,Economics,100
5451,MSc Finance (alternative degree aim: MSc Economics) ,Finance,100
5452,MSc Finance (Alternative Degree MSc Economics),Economics,100
5453,MSc Finance (Alternative Degree MSc Economics),Finance,100
5454,MSc Finance (Alternative degree option - MSc Economics),Economics,100
5455,MSc Finance (Alternative degree option - MSc Economics),Finance,100
5456,MSc Finance (Alternative degree option :MSc Accounting),Accounting,100
5457,MSc Finance (Alternative degree option :MSc Accounting),Finance,100
5458,MSc Finance (alternative degree option: MSc Accounting),Accounting,100
5459,MSc Finance (alternative degree option: MSc Accounting),Finance,100
5460,MSc Finance (alternative degree option: MSc Economics),Economics,100
5461,MSc Finance (alternative degree option: MSc Economics),Finance,100
5462,MSc Finance (alternative degree option: MSc Finance (Accounting & Finance)),Accounting,100
5463,MSc Finance (alternative degree option: MSc Finance (Accounting & Finance)),Finance,100
5464,MSc Finance (alternative degree option: MSc Management),Finance,100
5465,MSc Finance (alternative degree option: MSc Management),Management,100
5466,MSc Finance (alternative degree option: MSc Marketing),Finance,100
5467,MSc Finance (alternative degree option: MSc Marketing),Marketing,100
5468,MSc Finance (Corporate & International Finance),Finance,100
5469,MSc Finance (Corporate & International Finance) (alternative Degree option MSc Economics),Economics,100
5470,MSc Finance (Corporate & International Finance) (alternative Degree option MSc Economics),Finance,100
5471,MSc Finance (Corporate & International Finance) (Alternative degree option: MSc Marketing),Finance,100
5472,MSc Finance (Corporate & International Finance) (Alternative degree option: MSc Marketing),Marketing,100
5473,MSc Finance (Corporate & International Finance) (Alternative Degree option:MSc Economics),Economics,100
5474,MSc Finance (Corporate & International Finance) (Alternative Degree option:MSc Economics),Finance,100
5475,MSc Finance (Corporate and International Finance) N3K309,Finance,100
5476,MSc Finance (Economics & Finance),Economics,100
5477,MSc Finance (Economics & Finance),Finance,100
5478,MSc Finance (Economics & Finance) (alternative degree option: MSc Economics),Economics,100
5479,MSc Finance (Economics & Finance) (alternative degree option: MSc Economics),Finance,100
5480,MSc Finance (Economics & Finance)(alternative degree option: MSc Economics),Economics,100
5481,MSc Finance (Economics & Finance)(alternative degree option: MSc Economics),Finance,100
5482,MSc Finance (Economics and Finance) N3K709,Economics,100
5483,MSc Finance (Economics and Finance) N3K709,Finance,100
5484,MSc Finance (Finance & Investment),Finance,100
5485,MSc Finance (Finance & Investment)  (alternative degree option: MSc Economics),Economics,100
5486,MSc Finance (Finance & Investment)  (alternative degree option: MSc Economics),Finance,100
5487,MSc Finance (Finance & Investment) ( alternative degree option: MSc Marketing),Finance,100
5488,MSc Finance (Finance & Investment) ( alternative degree option: MSc Marketing),Marketing,100
5489,MSc Finance (Finance & Investment) (alternate degree aim: MSc Economics),Economics,100
5490,MSc Finance (Finance & Investment) (alternate degree aim: MSc Economics),Finance,100
5491,MSc Finance (Finance & Investment) (Alternative Degree aim: MSc Accounting),Accounting,100
5492,MSc Finance (Finance & Investment) (Alternative Degree aim: MSc Accounting),Finance,100
5493,MSc Finance (Finance & Investment) (alternative degree option: MSc Accounting),Accounting,100
5494,MSc Finance (Finance & Investment) (alternative degree option: MSc Accounting),Finance,100
5495,MSc Finance (Finance & Investment) (Alternative degree option: MSc Economics),Economics,100
5496,MSc Finance (Finance & Investment) (Alternative degree option: MSc Economics),Finance,100
5497,MSc Finance (Finance & Investment) (alternative degree option: MSc Finance (International Banking & Finance),Banking,100
5498,MSc Finance (Finance & Investment) (alternative degree option: MSc Finance (International Banking & Finance),Finance,100
5499,MSc Finance (Finance & Investment) (alternative degree option: MSc Management (Finance)),Finance,100
5500,MSc Finance (Finance & Investment) (alternative degree option: MSc Management (Finance)),Management,100
5501,MSc Finance (Finance & Investment) (alternative degree option: MSc Marketing),Finance,100
5502,MSc Finance (Finance & Investment) (alternative degree option: MSc Marketing),Marketing,100
5503,MSc Finance (Finance & Investment) (Alternative degree: MSc Economics),Economics,100
5504,MSc Finance (Finance & Investment) (Alternative degree: MSc Economics),Finance,100
5505,MSc Finance (Finance & Investment)(alternative degree option: MSc Economics ),Economics,100
5506,MSc Finance (Finance & Investment)(alternative degree option: MSc Economics ),Finance,100
5507,MSc Finance (Finance and Investment),Finance,100
5508,MSc Finance (Finance and Investment) N3K409,Finance,100
5509,MSc Finance (International Banking & Finance),Banking,100
5510,MSc Finance (International Banking & Finance),Finance,100
5511,MSc Finance (International Banking & Finance) (alternative degree option: MSc Accounting),Accounting,100
5512,MSc Finance (International Banking & Finance) (alternative degree option: MSc Accounting),Banking,100
5513,MSc Finance (International Banking & Finance) (alternative degree option: MSc Accounting),Finance,100
5514,MSc Finance (International Banking & Finance) (alternative degree option: MSc Environmental & Natural Resource Economics),Banking,100
5515,MSc Finance (International Banking & Finance) (alternative degree option: MSc Environmental & Natural Resource Economics),Economics,100
5516,MSc Finance (International Banking & Finance) (alternative degree option: MSc Environmental & Natural Resource Economics),Finance,100
5517,MSc Finance (International Banking & Finance) (Alternative degree option: MSc Marketing),Banking,100
5518,MSc Finance (International Banking & Finance) (Alternative degree option: MSc Marketing),Finance,100
5519,MSc Finance (International Banking & Finance) (Alternative degree option: MSc Marketing),Marketing,100
5520,"MSc Finance (International Money, Finance & Investment)",Finance,100
5521,"MSc Finance (International Money, Finance & Investment)(alternative degree option:MSc Marketing)",Finance,100
5522,"MSc Finance (International Money, Finance & Investment)(alternative degree option:MSc Marketing)",Marketing,100
5523,"MSc Finance (International Money, Finance and Investment)",Finance,100
5524,MSc Finance [alternative degree option: MSc Finance (Accounting & Finance)],Accounting,100
5525,MSc Finance [alternative degree option: MSc Finance (Accounting & Finance)],Finance,100
5526,MSc Finance and Accounting,Accounting,100
5527,MSc Finance and Accounting,Finance,100
5528,MSc Finance and Accounting ,Accounting,100
5529,MSc Finance and Accounting ,Finance,100
5530,MSc Finance and Management,Finance,100
5531,MSc Finance and Management,Management,100
5532,MSc Finance International Banking and Finance (Alternate Degree MSc Accounting),Accounting,100
5533,MSc Finance International Banking and Finance (Alternate Degree MSc Accounting),Banking,100
5534,MSc Finance International Banking and Finance (Alternate Degree MSc Accounting),Finance,100
5535,MSc Finance N3K109,Finance,100
5536,MSc Finance(alternative degree option: MSc Economics),Economics,100
5537,MSc Finance(alternative degree option: MSc Economics),Finance,100
5538,MSc Financial & Business Management,Business,100
5539,MSc Financial & Business Management,Management,100
5540,MSc Financial Economics,Economics,100
